Date,Series,Value,Series,Value
8/11/2019,Volume Intensity,0.001,Average Tone,-3.3734
8/12/2019,Volume Intensity,0.0004,Average Tone,-0.5154
8/13/2019,Volume Intensity,0.0004,Average Tone,-2.7135
8/14/2019,Volume Intensity,0.0004,Average Tone,-0.5872
8/15/2019,Volume Intensity,0.0008,Average Tone,-0.8103
8/16/2019,Volume Intensity,0.0016,Average Tone,-1.9111
8/17/2019,Volume Intensity,0.0003,Average Tone,2.406
8/18/2019,Volume Intensity,0,Average Tone,0
8/19/2019,Volume Intensity,0.0004,Average Tone,-0.1128
8/20/2019,Volume Intensity,0.0006,Average Tone,-1.7898
8/21/2019,Volume Intensity,0,Average Tone,0
8/22/2019,Volume Intensity,0.0002,Average Tone,1.1638
8/23/2019,Volume Intensity,0.0002,Average Tone,-1.556
8/24/2019,Volume Intensity,0,Average Tone,0
8/25/2019,Volume Intensity,0.0003,Average Tone,1.5905
8/26/2019,Volume Intensity,0.0002,Average Tone,0.3515
8/27/2019,Volume Intensity,0.0002,Average Tone,-2.6882
8/28/2019,Volume Intensity,0.0004,Average Tone,-5.2411
8/29/2019,Volume Intensity,0.0004,Average Tone,-2.4988
8/30/2019,Volume Intensity,0.0004,Average Tone,-1.2961
8/31/2019,Volume Intensity,0.0006,Average Tone,-1.9463
9/1/2019,Volume Intensity,0.0003,Average Tone,-0.1657
9/2/2019,Volume Intensity,0.0005,Average Tone,-5.6507
9/3/2019,Volume Intensity,0.0006,Average Tone,-1.3332
9/4/2019,Volume Intensity,0.0004,Average Tone,-0.4639
9/5/2019,Volume Intensity,0.0002,Average Tone,4.0977
9/6/2019,Volume Intensity,0.0164,Average Tone,-5.4529
9/7/2019,Volume Intensity,0.001,Average Tone,-4.5072
9/8/2019,Volume Intensity,0,Average Tone,0
9/9/2019,Volume Intensity,0.0002,Average Tone,-1.0613
9/10/2019,Volume Intensity,0.0004,Average Tone,3.236
9/11/2019,Volume Intensity,0.0004,Average Tone,2.3008
9/12/2019,Volume Intensity,0.0006,Average Tone,-2.2596
9/13/2019,Volume Intensity,0.0006,Average Tone,2.3207
9/14/2019,Volume Intensity,0.0003,Average Tone,-3.3825
9/15/2019,Volume Intensity,0,Average Tone,0
9/16/2019,Volume Intensity,0.0006,Average Tone,-1.8202
9/17/2019,Volume Intensity,0.0004,Average Tone,2.4905
9/18/2019,Volume Intensity,0.0006,Average Tone,-2.754
9/19/2019,Volume Intensity,0.0004,Average Tone,-4.9106
9/20/2019,Volume Intensity,0.0002,Average Tone,-4.8638
9/21/2019,Volume Intensity,0.0003,Average Tone,-4.8318
9/22/2019,Volume Intensity,0,Average Tone,0
9/23/2019,Volume Intensity,0.0002,Average Tone,-3.9931
9/24/2019,Volume Intensity,0.0002,Average Tone,0.2463
9/25/2019,Volume Intensity,0.0007,Average Tone,-2.0814
9/26/2019,Volume Intensity,0,Average Tone,0
9/27/2019,Volume Intensity,0.0002,Average Tone,4.3796
9/28/2019,Volume Intensity,0.0003,Average Tone,3.75
9/29/2019,Volume Intensity,0,Average Tone,0
9/30/2019,Volume Intensity,0.0005,Average Tone,1.3925
10/1/2019,Volume Intensity,0.0002,Average Tone,-1.2155
10/2/2019,Volume Intensity,0,Average Tone,0
10/3/2019,Volume Intensity,0.0004,Average Tone,-1.939
10/4/2019,Volume Intensity,0.0002,Average Tone,-1.9584
10/5/2019,Volume Intensity,0,Average Tone,0
10/6/2019,Volume Intensity,0.0007,Average Tone,-2.0122
10/7/2019,Volume Intensity,0.0004,Average Tone,-3.1426
10/8/2019,Volume Intensity,0.0004,Average Tone,-1.1735
10/9/2019,Volume Intensity,0.0002,Average Tone,2.7344
10/10/2019,Volume Intensity,0.0002,Average Tone,-0.6349
10/11/2019,Volume Intensity,0,Average Tone,0
10/12/2019,Volume Intensity,0.0006,Average Tone,-1.987
10/13/2019,Volume Intensity,0,Average Tone,0
10/14/2019,Volume Intensity,0.0002,Average Tone,-3.9931
10/15/2019,Volume Intensity,0.0002,Average Tone,-3.7481
10/16/2019,Volume Intensity,0.0002,Average Tone,-5.2632
10/17/2019,Volume Intensity,0,Average Tone,0
10/18/2019,Volume Intensity,0.0006,Average Tone,-2.7634
10/19/2019,Volume Intensity,0.0007,Average Tone,-0.0731
10/20/2019,Volume Intensity,0.0004,Average Tone,-1.3436
10/21/2019,Volume Intensity,0.0002,Average Tone,0.3876
10/22/2019,Volume Intensity,0.0004,Average Tone,-1.3021
10/23/2019,Volume Intensity,0.0008,Average Tone,0.7151
10/24/2019,Volume Intensity,0.0002,Average Tone,-2.3316
10/25/2019,Volume Intensity,0.0006,Average Tone,-1.3607
10/26/2019,Volume Intensity,0,Average Tone,0
10/27/2019,Volume Intensity,0.0004,Average Tone,-3.4598
10/28/2019,Volume Intensity,0.0002,Average Tone,-3.5166
10/29/2019,Volume Intensity,0.0002,Average Tone,-3.4996
10/30/2019,Volume Intensity,0.0002,Average Tone,0.7209
10/31/2019,Volume Intensity,0,Average Tone,0
11/1/2019,Volume Intensity,0.0004,Average Tone,-1.5018
11/2/2019,Volume Intensity,0.0003,Average Tone,-2.2843
11/3/2019,Volume Intensity,0,Average Tone,0
11/4/2019,Volume Intensity,0.0002,Average Tone,-0.1794
11/5/2019,Volume Intensity,0.0004,Average Tone,-1.2658
11/6/2019,Volume Intensity,0.0002,Average Tone,0.263
11/7/2019,Volume Intensity,0.0055,Average Tone,0.7176
11/8/2019,Volume Intensity,0,Average Tone,0
11/9/2019,Volume Intensity,0.0006,Average Tone,2.0416
11/10/2019,Volume Intensity,0,Average Tone,0
11/11/2019,Volume Intensity,0,Average Tone,0
11/12/2019,Volume Intensity,0.0008,Average Tone,-0.0683
11/13/2019,Volume Intensity,0.0008,Average Tone,-1.7847
11/14/2019,Volume Intensity,0.0002,Average Tone,-1.9512
11/15/2019,Volume Intensity,0.0004,Average Tone,-3.2153
11/16/2019,Volume Intensity,0,Average Tone,0
11/17/2019,Volume Intensity,0.001,Average Tone,-3.9826
11/18/2019,Volume Intensity,0.006,Average Tone,-2.7404
11/19/2019,Volume Intensity,0,Average Tone,0
11/20/2019,Volume Intensity,0.0002,Average Tone,3.2175
11/21/2019,Volume Intensity,0.0011,Average Tone,-0.8152
11/22/2019,Volume Intensity,0.0008,Average Tone,-0.7171
11/23/2019,Volume Intensity,0,Average Tone,0
11/24/2019,Volume Intensity,0,Average Tone,0
11/25/2019,Volume Intensity,0.0004,Average Tone,2.0709
11/26/2019,Volume Intensity,0,Average Tone,0
11/27/2019,Volume Intensity,0.0002,Average Tone,-2.2357
11/28/2019,Volume Intensity,0,Average Tone,0
11/29/2019,Volume Intensity,0,Average Tone,0
11/30/2019,Volume Intensity,0,Average Tone,0
12/1/2019,Volume Intensity,0,Average Tone,0
12/2/2019,Volume Intensity,0.0002,Average Tone,-2.2321
12/3/2019,Volume Intensity,0.0004,Average Tone,2.7841
12/4/2019,Volume Intensity,0.0002,Average Tone,-2.7523
12/5/2019,Volume Intensity,0.0006,Average Tone,-2.0968
12/6/2019,Volume Intensity,0.0004,Average Tone,0.6203
12/7/2019,Volume Intensity,0,Average Tone,0
12/8/2019,Volume Intensity,0,Average Tone,0
12/9/2019,Volume Intensity,0.0004,Average Tone,-3.8462
12/10/2019,Volume Intensity,0,Average Tone,0
12/11/2019,Volume Intensity,0,Average Tone,0
12/12/2019,Volume Intensity,0.0002,Average Tone,-2.134
12/13/2019,Volume Intensity,0.0002,Average Tone,-2.5229
12/14/2019,Volume Intensity,0.0003,Average Tone,4.1284
12/15/2019,Volume Intensity,0.0004,Average Tone,-1.3193
12/16/2019,Volume Intensity,0.0004,Average Tone,-0.5792
12/17/2019,Volume Intensity,0,Average Tone,0
12/18/2019,Volume Intensity,0.0004,Average Tone,-2.1318
12/19/2019,Volume Intensity,0.0004,Average Tone,-0.1349
12/20/2019,Volume Intensity,0.0012,Average Tone,-0.2001
12/21/2019,Volume Intensity,0.0003,Average Tone,-1.9834
12/22/2019,Volume Intensity,0,Average Tone,0
12/23/2019,Volume Intensity,0.0002,Average Tone,1.1026
12/24/2019,Volume Intensity,0.0003,Average Tone,-2.9862
12/25/2019,Volume Intensity,0,Average Tone,0
12/26/2019,Volume Intensity,0.0006,Average Tone,-1.2576
12/27/2019,Volume Intensity,0.0003,Average Tone,1.3141
12/28/2019,Volume Intensity,0,Average Tone,0
12/29/2019,Volume Intensity,0,Average Tone,0
12/30/2019,Volume Intensity,0,Average Tone,0
12/31/2019,Volume Intensity,0,Average Tone,0
1/1/2020,Volume Intensity,0,Average Tone,0
1/2/2020,Volume Intensity,0,Average Tone,0
1/3/2020,Volume Intensity,0.0007,Average Tone,-1.893
1/4/2020,Volume Intensity,0,Average Tone,0
1/5/2020,Volume Intensity,0.0004,Average Tone,-5.3645
1/6/2020,Volume Intensity,0,Average Tone,0
1/7/2020,Volume Intensity,0.0002,Average Tone,-3.6398
1/8/2020,Volume Intensity,0,Average Tone,0
1/9/2020,Volume Intensity,0,Average Tone,0
1/10/2020,Volume Intensity,0,Average Tone,0
1/11/2020,Volume Intensity,0,Average Tone,0
1/12/2020,Volume Intensity,0.0004,Average Tone,-7.0423
1/13/2020,Volume Intensity,0.0004,Average Tone,-3.5136
1/14/2020,Volume Intensity,0,Average Tone,0
1/15/2020,Volume Intensity,0,Average Tone,0
1/16/2020,Volume Intensity,0,Average Tone,0
1/17/2020,Volume Intensity,0.0006,Average Tone,-1.111
1/18/2020,Volume Intensity,0.0003,Average Tone,-4.4643
1/19/2020,Volume Intensity,0,Average Tone,0
1/20/2020,Volume Intensity,0.0005,Average Tone,-1.8549
1/21/2020,Volume Intensity,0,Average Tone,0
1/22/2020,Volume Intensity,0.0002,Average Tone,-1.8634
1/23/2020,Volume Intensity,0.0002,Average Tone,-3.6784
1/24/2020,Volume Intensity,0.0002,Average Tone,-1.8625
1/25/2020,Volume Intensity,0,Average Tone,0
1/26/2020,Volume Intensity,0.0004,Average Tone,-1.3736
1/27/2020,Volume Intensity,0,Average Tone,0
1/28/2020,Volume Intensity,0.0011,Average Tone,-2.8016
1/29/2020,Volume Intensity,0,Average Tone,0
1/30/2020,Volume Intensity,0,Average Tone,0
1/31/2020,Volume Intensity,0.0004,Average Tone,-4.3004
2/1/2020,Volume Intensity,0.0003,Average Tone,-1.2195
2/2/2020,Volume Intensity,0,Average Tone,0
2/3/2020,Volume Intensity,0,Average Tone,0
2/4/2020,Volume Intensity,0.0006,Average Tone,-1.3458
2/5/2020,Volume Intensity,0.001,Average Tone,-0.8688
2/6/2020,Volume Intensity,0.0006,Average Tone,-0.0636
2/7/2020,Volume Intensity,0.0006,Average Tone,-0.9493
2/8/2020,Volume Intensity,0.001,Average Tone,-1.7719
2/9/2020,Volume Intensity,0.0004,Average Tone,-3.3475
2/10/2020,Volume Intensity,0.0002,Average Tone,-0.9073
2/11/2020,Volume Intensity,0,Average Tone,0
2/12/2020,Volume Intensity,0.0004,Average Tone,-3.8079
2/13/2020,Volume Intensity,0.0004,Average Tone,0.064
2/14/2020,Volume Intensity,0.0011,Average Tone,-2.051
2/15/2020,Volume Intensity,0.0014,Average Tone,-0.502
2/16/2020,Volume Intensity,0,Average Tone,0
2/17/2020,Volume Intensity,0.001,Average Tone,0.205
2/18/2020,Volume Intensity,0.0011,Average Tone,-1.739
2/19/2020,Volume Intensity,0.0006,Average Tone,-1.3508
2/20/2020,Volume Intensity,0,Average Tone,0
2/21/2020,Volume Intensity,0.0004,Average Tone,0.671
2/22/2020,Volume Intensity,0.0007,Average Tone,-1.9862
2/23/2020,Volume Intensity,0.0004,Average Tone,-1.4019
2/24/2020,Volume Intensity,0.0005,Average Tone,0.2498
2/25/2020,Volume Intensity,0.0012,Average Tone,-5.1441
2/26/2020,Volume Intensity,0.0004,Average Tone,-1.7163
2/27/2020,Volume Intensity,0.0002,Average Tone,-2.3454
2/28/2020,Volume Intensity,0.0004,Average Tone,-2.7514
2/29/2020,Volume Intensity,0.0007,Average Tone,-3.0149
3/1/2020,Volume Intensity,0.0011,Average Tone,-0.7233
3/2/2020,Volume Intensity,0.0002,Average Tone,0.5634
3/3/2020,Volume Intensity,0.0006,Average Tone,-2.1062
3/4/2020,Volume Intensity,0.0002,Average Tone,1.0945
3/5/2020,Volume Intensity,0.0002,Average Tone,-1.0024
3/6/2020,Volume Intensity,0.0004,Average Tone,-0.0477
3/7/2020,Volume Intensity,0,Average Tone,0
3/8/2020,Volume Intensity,0.0004,Average Tone,-1.4706
3/9/2020,Volume Intensity,0,Average Tone,0
3/10/2020,Volume Intensity,0.001,Average Tone,-1.8983
3/11/2020,Volume Intensity,0.0002,Average Tone,4.5455
3/12/2020,Volume Intensity,0.0004,Average Tone,-5.8138
3/13/2020,Volume Intensity,0.0004,Average Tone,-2.1258
3/14/2020,Volume Intensity,0,Average Tone,0
3/15/2020,Volume Intensity,0,Average Tone,0
3/16/2020,Volume Intensity,0.0002,Average Tone,-0.708
3/17/2020,Volume Intensity,0,Average Tone,0
3/18/2020,Volume Intensity,0.0006,Average Tone,-1.7702
3/19/2020,Volume Intensity,0.0002,Average Tone,-0.9592
3/20/2020,Volume Intensity,0,Average Tone,0
3/21/2020,Volume Intensity,0,Average Tone,0
3/22/2020,Volume Intensity,0,Average Tone,0
3/23/2020,Volume Intensity,0.0004,Average Tone,-1.1408
3/24/2020,Volume Intensity,0,Average Tone,0
3/25/2020,Volume Intensity,0,Average Tone,0
3/26/2020,Volume Intensity,0.0002,Average Tone,1.3776
3/27/2020,Volume Intensity,0,Average Tone,0
3/28/2020,Volume Intensity,0.0003,Average Tone,-2.5797
3/29/2020,Volume Intensity,0.0003,Average Tone,1.7747
3/30/2020,Volume Intensity,0,Average Tone,0
3/31/2020,Volume Intensity,0.0004,Average Tone,0.5353
4/1/2020,Volume Intensity,0.0002,Average Tone,-1.4349
4/2/2020,Volume Intensity,0.0004,Average Tone,4.2838
4/3/2020,Volume Intensity,0,Average Tone,0
4/4/2020,Volume Intensity,0,Average Tone,0
4/5/2020,Volume Intensity,0,Average Tone,0
4/6/2020,Volume Intensity,0.0002,Average Tone,-2.2926
4/7/2020,Volume Intensity,0,Average Tone,0
4/8/2020,Volume Intensity,0.0004,Average Tone,-2.8304
4/9/2020,Volume Intensity,0.0002,Average Tone,-2.4408
4/10/2020,Volume Intensity,0.0005,Average Tone,-0.362
4/11/2020,Volume Intensity,0.0003,Average Tone,-0.2535
4/12/2020,Volume Intensity,0,Average Tone,0
4/13/2020,Volume Intensity,0.0007,Average Tone,4.3794
4/14/2020,Volume Intensity,0.001,Average Tone,-2.7273
4/15/2020,Volume Intensity,0.0014,Average Tone,-3.3403
4/16/2020,Volume Intensity,0.0012,Average Tone,-3.3694
4/17/2020,Volume Intensity,0.0006,Average Tone,-0.4886
4/18/2020,Volume Intensity,0,Average Tone,0
4/19/2020,Volume Intensity,0.0007,Average Tone,-3.8945
4/20/2020,Volume Intensity,0.0002,Average Tone,2.1834
4/21/2020,Volume Intensity,0.0002,Average Tone,-6.0423
4/22/2020,Volume Intensity,0,Average Tone,0
4/23/2020,Volume Intensity,0.0004,Average Tone,-3.7212
4/24/2020,Volume Intensity,0,Average Tone,0
4/25/2020,Volume Intensity,0,Average Tone,0
4/26/2020,Volume Intensity,0.0004,Average Tone,-3.8322
4/27/2020,Volume Intensity,0,Average Tone,0
4/28/2020,Volume Intensity,0,Average Tone,0
4/29/2020,Volume Intensity,0,Average Tone,0
4/30/2020,Volume Intensity,0,Average Tone,0
5/1/2020,Volume Intensity,0.0002,Average Tone,-5.0584
5/2/2020,Volume Intensity,0,Average Tone,0
5/3/2020,Volume Intensity,0,Average Tone,0
5/4/2020,Volume Intensity,0,Average Tone,0
5/5/2020,Volume Intensity,0.0004,Average Tone,-2.913
5/6/2020,Volume Intensity,0,Average Tone,0
5/7/2020,Volume Intensity,0,Average Tone,0
5/8/2020,Volume Intensity,0,Average Tone,0
5/9/2020,Volume Intensity,0,Average Tone,0
5/10/2020,Volume Intensity,0.0004,Average Tone,-4.2691
5/11/2020,Volume Intensity,0.0005,Average Tone,-1.8848
5/12/2020,Volume Intensity,0.0006,Average Tone,-0.4374
5/13/2020,Volume Intensity,0,Average Tone,0
5/14/2020,Volume Intensity,0,Average Tone,0
5/15/2020,Volume Intensity,0.0004,Average Tone,1.3217
5/16/2020,Volume Intensity,0,Average Tone,0
5/17/2020,Volume Intensity,0,Average Tone,0
5/18/2020,Volume Intensity,0.0002,Average Tone,-7.29
5/19/2020,Volume Intensity,0,Average Tone,0
5/20/2020,Volume Intensity,0,Average Tone,0
5/21/2020,Volume Intensity,0.0007,Average Tone,-3.7336
5/22/2020,Volume Intensity,0,Average Tone,0
5/23/2020,Volume Intensity,0.0011,Average Tone,-3.2447
5/24/2020,Volume Intensity,0.0012,Average Tone,0.4329
5/25/2020,Volume Intensity,0,Average Tone,0
5/26/2020,Volume Intensity,0.0002,Average Tone,-4.6372
5/27/2020,Volume Intensity,0.0002,Average Tone,5.2771
5/28/2020,Volume Intensity,0.0002,Average Tone,0.2555
5/29/2020,Volume Intensity,0.0004,Average Tone,-3.8069
5/30/2020,Volume Intensity,0.0003,Average Tone,-3.8013
5/31/2020,Volume Intensity,0,Average Tone,0
6/1/2020,Volume Intensity,0.0005,Average Tone,-1.8375
6/2/2020,Volume Intensity,0.0083,Average Tone,-0.3109
6/3/2020,Volume Intensity,0.0043,Average Tone,-0.9097
6/4/2020,Volume Intensity,0.0013,Average Tone,-2.9444
6/5/2020,Volume Intensity,0.0017,Average Tone,-5.0396
6/6/2020,Volume Intensity,0.0014,Average Tone,-4.8091
6/7/2020,Volume Intensity,0.0015,Average Tone,-2.9188
6/8/2020,Volume Intensity,0.0018,Average Tone,-2.9682
6/9/2020,Volume Intensity,0.0021,Average Tone,-3.0656
6/10/2020,Volume Intensity,0.0018,Average Tone,-1.6611
6/11/2020,Volume Intensity,0.0017,Average Tone,-3.3358
6/12/2020,Volume Intensity,0.0013,Average Tone,-5.7971
6/13/2020,Volume Intensity,0,Average Tone,0
6/14/2020,Volume Intensity,0.0008,Average Tone,-3.2062
6/15/2020,Volume Intensity,0.0009,Average Tone,-4.3956
6/16/2020,Volume Intensity,0.0021,Average Tone,-3.2822
6/17/2020,Volume Intensity,0.0012,Average Tone,-2.8919
6/18/2020,Volume Intensity,0.001,Average Tone,-1.858
6/19/2020,Volume Intensity,0.0019,Average Tone,-0.1364
6/20/2020,Volume Intensity,0.001,Average Tone,-0.0475
6/21/2020,Volume Intensity,0.0008,Average Tone,-1.4527
6/22/2020,Volume Intensity,0.0007,Average Tone,-0.6154
6/23/2020,Volume Intensity,0.0004,Average Tone,-11.2245
6/24/2020,Volume Intensity,0.0004,Average Tone,-4.6353
6/25/2020,Volume Intensity,0.0011,Average Tone,-2.3206
6/26/2020,Volume Intensity,0.0014,Average Tone,-1.2117
6/27/2020,Volume Intensity,0.0007,Average Tone,-2.2784
6/28/2020,Volume Intensity,0.0007,Average Tone,-2.6208
6/29/2020,Volume Intensity,0.0021,Average Tone,-3.5106
6/30/2020,Volume Intensity,0.0014,Average Tone,-1.2068
7/1/2020,Volume Intensity,0.0017,Average Tone,-1.9153
7/2/2020,Volume Intensity,0.0022,Average Tone,-4.399
7/3/2020,Volume Intensity,0.0017,Average Tone,-3.0567
7/4/2020,Volume Intensity,0.0004,Average Tone,-1.2458
7/5/2020,Volume Intensity,0.0023,Average Tone,-4.595
7/6/2020,Volume Intensity,0.0014,Average Tone,-1.7199
7/7/2020,Volume Intensity,0.0011,Average Tone,-1.7176
7/8/2020,Volume Intensity,0.0006,Average Tone,-0.5004
7/9/2020,Volume Intensity,0.0021,Average Tone,-2.716
7/10/2020,Volume Intensity,0.0022,Average Tone,-1.6838
7/11/2020,Volume Intensity,0.0057,Average Tone,-2.766
7/12/2020,Volume Intensity,0.0019,Average Tone,-2.1984
7/13/2020,Volume Intensity,0.0021,Average Tone,-2.992
7/14/2020,Volume Intensity,0.0011,Average Tone,-2.6314
7/15/2020,Volume Intensity,0.001,Average Tone,-2.8932
7/16/2020,Volume Intensity,0.0017,Average Tone,-3.5344
7/17/2020,Volume Intensity,0.002,Average Tone,-4.2805
7/18/2020,Volume Intensity,0.0021,Average Tone,-3.2329
7/19/2020,Volume Intensity,0.0016,Average Tone,-3.688
7/20/2020,Volume Intensity,0.0021,Average Tone,-2.8554
7/21/2020,Volume Intensity,0.0009,Average Tone,-3.9612
7/22/2020,Volume Intensity,0.0002,Average Tone,-4.8943
7/23/2020,Volume Intensity,0.0009,Average Tone,-1.8643
7/24/2020,Volume Intensity,0.003,Average Tone,-3.038
7/25/2020,Volume Intensity,0.0018,Average Tone,-2.0869
7/26/2020,Volume Intensity,0.0008,Average Tone,-3.9115
7/27/2020,Volume Intensity,0.0019,Average Tone,-3.7736
7/28/2020,Volume Intensity,0.0009,Average Tone,-5.642
7/29/2020,Volume Intensity,0.0026,Average Tone,-3.7502
7/30/2020,Volume Intensity,0.0011,Average Tone,-3.3587
7/31/2020,Volume Intensity,0.0019,Average Tone,-0.7869
8/1/2020,Volume Intensity,0.0007,Average Tone,-4.1097
8/2/2020,Volume Intensity,0.0008,Average Tone,-1.8309
8/3/2020,Volume Intensity,0.0007,Average Tone,-2.9804
8/4/2020,Volume Intensity,0.0025,Average Tone,-2.9869
8/5/2020,Volume Intensity,0.0011,Average Tone,-3.5761
8/6/2020,Volume Intensity,0.028,Average Tone,-2.9953
8/7/2020,Volume Intensity,0.0012,Average Tone,-1.8187
8/8/2020,Volume Intensity,0.0004,Average Tone,-5.3743
8/9/2020,Volume Intensity,0.0004,Average Tone,-1.9097
8/10/2020,Volume Intensity,0.0012,Average Tone,-1.8317
8/11/2020,Volume Intensity,0.0011,Average Tone,-2.9207
8/12/2020,Volume Intensity,0.0007,Average Tone,-3.3495
8/13/2020,Volume Intensity,0.0015,Average Tone,-0.9298
8/14/2020,Volume Intensity,0.0014,Average Tone,-3.8691
8/15/2020,Volume Intensity,0.0022,Average Tone,-2.3985
8/16/2020,Volume Intensity,0.0012,Average Tone,-5.0019
8/17/2020,Volume Intensity,0.0007,Average Tone,-2.8395
8/18/2020,Volume Intensity,0.0009,Average Tone,-0.9742
8/19/2020,Volume Intensity,0.0002,Average Tone,-0.906
8/20/2020,Volume Intensity,0.0033,Average Tone,-2.539
8/21/2020,Volume Intensity,0.003,Average Tone,-1.8969
8/22/2020,Volume Intensity,0.0029,Average Tone,-2.7308
8/23/2020,Volume Intensity,0.0024,Average Tone,-3.2457
8/24/2020,Volume Intensity,0.0017,Average Tone,-1.4086
8/25/2020,Volume Intensity,0.0013,Average Tone,-2.7028
8/26/2020,Volume Intensity,0.0009,Average Tone,-3.1575
8/27/2020,Volume Intensity,0.0015,Average Tone,-4.2177
8/28/2020,Volume Intensity,0.003,Average Tone,-2.6108
8/29/2020,Volume Intensity,0.0047,Average Tone,-4.2624
8/30/2020,Volume Intensity,0.0025,Average Tone,-3.6579
8/31/2020,Volume Intensity,0.0019,Average Tone,-3.4311
9/1/2020,Volume Intensity,0.0011,Average Tone,-2.9396
9/2/2020,Volume Intensity,0.0052,Average Tone,-4.0973
9/3/2020,Volume Intensity,0.0022,Average Tone,-3.0134
9/4/2020,Volume Intensity,0.0014,Average Tone,-3.6098
9/5/2020,Volume Intensity,0.1484,Average Tone,-5.51
9/6/2020,Volume Intensity,0.0594,Average Tone,-3.7625
9/7/2020,Volume Intensity,0.0248,Average Tone,-4.0384
9/8/2020,Volume Intensity,0.0116,Average Tone,-3.6962
9/9/2020,Volume Intensity,0.013,Average Tone,-3.6181
9/10/2020,Volume Intensity,0.0156,Average Tone,-4.1568
9/11/2020,Volume Intensity,0.0075,Average Tone,-3.8476
9/12/2020,Volume Intensity,0.0108,Average Tone,-4.2801
9/13/2020,Volume Intensity,0.0127,Average Tone,-2.1965
9/14/2020,Volume Intensity,0.0073,Average Tone,-4.4417
9/15/2020,Volume Intensity,0.0107,Average Tone,-3.7577
9/16/2020,Volume Intensity,0.007,Average Tone,-3.9465
9/17/2020,Volume Intensity,0.0198,Average Tone,-4.0524
9/18/2020,Volume Intensity,0.0372,Average Tone,-4.124
9/19/2020,Volume Intensity,0.0113,Average Tone,-2.6929
9/20/2020,Volume Intensity,0.0073,Average Tone,-3.4383
9/21/2020,Volume Intensity,0.0068,Average Tone,-3.2761
9/22/2020,Volume Intensity,0.0062,Average Tone,-3.2605
9/23/2020,Volume Intensity,0.0247,Average Tone,-2.9959
9/24/2020,Volume Intensity,0.0088,Average Tone,-2.6653
9/25/2020,Volume Intensity,0.0144,Average Tone,-2.2277
9/26/2020,Volume Intensity,0.0099,Average Tone,-2.7511
9/27/2020,Volume Intensity,0.0089,Average Tone,-3.4819
9/28/2020,Volume Intensity,0.0119,Average Tone,-4.4278
9/29/2020,Volume Intensity,0.0073,Average Tone,-3.461
9/30/2020,Volume Intensity,0.0286,Average Tone,-3.8554
10/1/2020,Volume Intensity,0.0193,Average Tone,-4.5204
10/2/2020,Volume Intensity,0.0107,Average Tone,-3.6283
10/3/2020,Volume Intensity,0.0063,Average Tone,-3.0899
10/4/2020,Volume Intensity,0.0057,Average Tone,-4.534
10/5/2020,Volume Intensity,0.0088,Average Tone,-2.3638
10/6/2020,Volume Intensity,0.0064,Average Tone,-4.5465
10/7/2020,Volume Intensity,0.0047,Average Tone,-3.6535
10/8/2020,Volume Intensity,0.0056,Average Tone,-3.3954
10/9/2020,Volume Intensity,0.04,Average Tone,-3.3875
10/10/2020,Volume Intensity,0.0054,Average Tone,-2.9931
10/11/2020,Volume Intensity,0.0057,Average Tone,-4.0055
10/12/2020,Volume Intensity,0.0093,Average Tone,-1.4742
10/13/2020,Volume Intensity,0.0072,Average Tone,-3.2522
10/14/2020,Volume Intensity,0.0047,Average Tone,-2.709
10/15/2020,Volume Intensity,0.0022,Average Tone,-2.7747
10/16/2020,Volume Intensity,0,Average Tone,0
10/17/2020,Volume Intensity,0.005,Average Tone,-3.2563
10/18/2020,Volume Intensity,0.0042,Average Tone,-3.3996
10/19/2020,Volume Intensity,0.0036,Average Tone,-3.0778
10/21/2020,Volume Intensity,0.0111,Average Tone,-3.4253
10/22/2020,Volume Intensity,0.0064,Average Tone,-3.674
10/23/2020,Volume Intensity,0.0042,Average Tone,-4.8801
10/24/2020,Volume Intensity,0.0086,Average Tone,-3.4809
10/25/2020,Volume Intensity,0.0078,Average Tone,-3.2303
10/26/2020,Volume Intensity,0.0048,Average Tone,-3.3959
10/27/2020,Volume Intensity,0.0063,Average Tone,-2.5747
10/28/2020,Volume Intensity,0.0057,Average Tone,-2.8396
10/29/2020,Volume Intensity,0.0037,Average Tone,-4.4869
10/30/2020,Volume Intensity,0.0261,Average Tone,-5.4906
10/31/2020,Volume Intensity,0.0057,Average Tone,-2.5846
11/1/2020,Volume Intensity,0.0077,Average Tone,-2.8525
11/2/2020,Volume Intensity,0.0051,Average Tone,-4.6261
11/3/2020,Volume Intensity,0.0035,Average Tone,-2.4915
11/4/2020,Volume Intensity,0.0024,Average Tone,-2.3619
11/5/2020,Volume Intensity,0.0033,Average Tone,-3.0093
11/6/2020,Volume Intensity,0.0027,Average Tone,-0.8237
11/7/2020,Volume Intensity,0.0025,Average Tone,-4.0431
11/8/2020,Volume Intensity,0,Average Tone,0
11/9/2020,Volume Intensity,0.0016,Average Tone,-3.1752
11/10/2020,Volume Intensity,0.0016,Average Tone,-4.8866
11/11/2020,Volume Intensity,0.0007,Average Tone,-4.2781
11/12/2020,Volume Intensity,0.0087,Average Tone,-2.5646
11/13/2020,Volume Intensity,0.0029,Average Tone,-2.2806
11/14/2020,Volume Intensity,0,Average Tone,0
11/15/2020,Volume Intensity,0.0073,Average Tone,-2.175
11/16/2020,Volume Intensity,0.0042,Average Tone,-2.8811
